,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4980970272,,,,,,,available now,54000, 2,2 ,cats are OK - purrr,2015-05-15,"
 GORGEOUS MOVE-IN READY CONDO!!!  Asking $2200 OBO.  Available May 15!  


Email ASAP for a showing or call 
 show contact info
if you have questions! 


Largest floor plan in the community with 1284 sq. ft. of modern living space in convenient, open and spacious split floorplan. Close to lots of shopping, movie theaters, restaurants and more! 


Walk to Van Dorn Metro or take the community shuttle or Dash bus to both Van Dorn (Blue & Yellow Rush Lines) and Eisenhower (Yellow Line) metros


Quiet, safe and conveniently located - this community and limited floorplan is in high demand and won't last long! 


UNIT FEATURES:

Large open living and dining room with built-in bookshelves that opens into a bright and spacious separate den with full-length window (can be used as a study/library/nursery)

Kitchen features gleaming granite countertops, track lighting, lots of cabinet space and large pantry

Separate walk-in pantry set off from kitchen with full-sized washer and dryer and more storage

Master bedroom with huge walk-in closet plus additional closet and private entry to attached bathroom

Guest bedroom with huge walk-in closet, full-length window overlooking private courtyard with lots of sunlight and dual-entry attached guest bathroom featuring a large garden-style tub 

Both bathrooms feature granite countertops, upgraded faucets, mirrors and lighting fixtures

Private balcony overlooks quiet courtyard 

Reserved covered garage space included in the rent!


COMMUNITY AMENITIES:  (Owners will pay HOA including access to all of these wonderful amenities!) 

Extremely pet-friendly community with a new private dog park (no leash needed!), walking trails, and events for pets and their owners

Party room and lovely outdoor swimming pool and sundeck

Fitness center (3 new treadmills recently installed) and separate yoga/weights room

Business center and library with copy/fax machine and flat screen computers

Indoor Basketball Half-Court and Billiards Room

Fitness/walking trail in the community


SEVERAL CONVENIENT PUBLIC TRANSPORT & STRESS-FREE DRIVING OPTIONS: 

6-8 minute walk to the Van Dorn Metro station (Blue Line & Yellow Line Rush Hour Service)

Free shuttle operates in the morning and evening from both the Van Dorn Metro (Blue Line) and the Eisenhower Metro (Yellow Line)

Convenient DASH bus stop right in front of the community on Eisenhower Avenue

Approx. train travel times are less than (1) 15 minutes to Reagan National Airport; (2) 6 minutes to King Street Amtrak and VRE stations; and (3) 30 minutes to Foggy Bottom, Rosslyn, Downtown Washington DC, Pentagon and more

Approx. driving times are less than (1) 5-10 minutes to I-395, I-495, Kingstowne, Old Town Alexandria & waterfront and Patent & Trademark Office (PTO); (2) 15-25 minutes to Fort Belvoir, Pentagon and other major corporate and military offices in Northern Virginia; and (3) 25-30 minutes to downtown Washington, DC
    ",dogs are OK - wooof,condo,5,w/d in unit,attached garage,$2200,,1284,http://washingtondc.craigslist.org/nva/apa/4980970272.html
4980980173,Arlington,US,38.887663,0,-77.097448,VA,available now,27000,,0,,2015-06-01,"
        1 room in a house in Clarendon, corner of Hudson and 13th. It's a 4 bedroom unit; other 3 roommates are guys in their late 20's, all very easy to get along with. Fully stocked kitchen. Big TV with FIOS. Good Wifi. One block from the Clarendon metro. Off street parking. Fresh paint and newly re-stained hardwood floors. I'm looking for someone to replace me when my lease ends in May. You'd be looking to move in June 1; potentially a week or two earlier depending on how my schedule pans out in the coming weeks. Email me with any further questions. -Jack
    ",,house,10,,,$1075,,,http://washingtondc.craigslist.org/nva/apa/4980980173.html
4981148537,Alexandria,US,38.814900,0,-77.121000,VA,available now,0, 1,1 ,cats are OK - purrr,2015-05-02,"
        Unique one bedroom condo ; new everything carpets paint kitchen cabinets/appliances A/C Heating unit.
Ready N O W!

580+ square feet! huge walk-in closet new secure windows, first floor 

Available TODAY ~ photos on request. Please serious inquires only. No rent to people offering to pay in advance before they arrive.

Please contact 
 show contact info
",dogs are OK - wooof,condo,0,laundry in bldg,off-street parking,$1325,no smoking,580,http://washingtondc.craigslist.org/nva/apa/4981148537.html
4981150339,,,,,,,available now,45000, 1,1 ,,2015-07-01,"
        This bachelor pad is perfect for those who work in town during the week and escape for the weekends. The building has gym, pool, meeting room and all the utilities are included in the rent.
The unit is available and all serious offers will be considered. Photos upon request.

580+ sq feet one bedroom one bath, on bus line right to metros.  Near landmark Mall and Mark center office, plus library is walking distance.  Surface parking available and looking for responsible tenant.
Military and civil service to the front of the line.
contact :   
 show contact info
",,condo,6,laundry in bldg,off-street parking,$1325,no smoking,580,http://washingtondc.craigslist.org/nva/apa/4981150339.html
4981151895,,,38.814323,0,-77.129429,,available now,45000, 1,1 ,,2016-04-22,"
        This bachelor pad is perfect for those who work in town during the week and escape for the weekends. The building has gym, pool, meeting room and all the utilities are included in the rent.
The unit is available soon and all serious offers will be considered. Photos upon request.

580+ sq feet one bedroom one bath, on bus line right to metros.  Near landmark Mall and Mark center office, plus library is walking distance.  Surface parking available and looking for responsible tenant.
Military and civil service to the front of the line.
contact :   
 show contact info
",,condo,6,laundry in bldg,off-street parking,$1325,no smoking,580,http://washingtondc.craigslist.org/nva/apa/4981151895.html
4981311275,Fairfax,US,38.832172,0,-77.295762,VA,available now,27000, 2,4 ,,2015-06-01,"
        Walk to George Mason University.
Water, Sewer, Trash & Recycle included.
Large cul-de-sac corner lot on dead end street with lots of privacy and mature trees, fenced in back yard, Community pool or swim in your own. 
Four bedrooms and two baths.
Office on the main level can be used as 5th bedroom. 
Main level is 2,152 square foot which does not include partially finished basement with recreation room and huge storage /workshop/laundry area with washer/dryer.
Central AC and Hard Wood Floors. 
There are two patios and a screened porch. 
Two car garage and plenty of extra parking.
Wonderful central location in the heart of Fairfax county, convenient to everything.  
School District:Woodson HS/Frost MS/Oakview ES 

Call: 
 show contact info

",,house,10,w/d in unit,attached garage,$3350,no smoking,2200,http://washingtondc.craigslist.org/nva/apa/4981311275.html
4981312381,Arlington,US,38.880286,0,-77.109050,VA,available now,54000, 2,2 ,,2015-05-01,"
        Looking for a roommate to move in to a 2 bed 2 bath apartment two blocks from Ballston Metro Station. Great location! New roommate will have her own bathroom. The apartment is located on the 22nd floor, very spacious, and has a large balcony. W/D in unit. No security deposit or last month's rent necessary! Move-in/Application fee of $135 only. Parking is available for an additional fee. Rent is $1280 plus water/sewer (approx. $40 per month). Building includes 24-hr front desk service, pool, and fitness room. 

Move-in date is flexible and can be available ASAP

Remaining roommate - She is a 29 year-old working professional. Clean, respectful, easy-going, and very social. Please email to view or if you have any questions.
    ",,apartment,5,w/d in unit,attached garage,$1280,,,http://washingtondc.craigslist.org/nva/apa/4981312381.html
4981342662,Stafford,US,38.418511,0,-77.336690,VA,available now,11250, 3,4 ,cats are OK - purrr,2015-06-01,"
        Spectacular sunset views over Aquia Creek from this beautiful and spacious waterfront home.  Close to Quantico and Fredericksburg with commuting DC options.  Door to door to DC is 45 min on HOV. Or VRE train and slug opportunities make it a very easy place to commute from. This house has 4 BR and 3 full BA with fresh paint and new carpet/tile throughout . MBR has sitting room with balcony and hardwood stove. Large deck off kitchen with a screened in area for entertaining. Eat in kitchen with island, family room off kitchen, living room with 2 story stone hearth fireplace/woodstove, formal dining room and washer/dryer on 2nd floor. Breathtaking views of sunsets over Aquia Creek which is about a mile wide at this point. The dock is 125' with a boat lift for navigable water (3+MLW) and Potomac is only 2 mi. Two crab houses an easy run in either direction. Home sits on 2 private wooded acres and is approximately 5000 sq ft. with a 24 X 24 garage and large walk out basement for storage.  Phone- 
show contact info
Craig.
    ",dogs are OK - wooof,house,24,w/d in unit,attached garage,$2995,,5000,http://washingtondc.craigslist.org/nva/apa/4981342662.html
4981371856,Colonial,US,38.234333,0,-76.960061,Beach,available now,19285, 2,3 ,cats are OK - purrr,2016-04-16,"
        Nice renovated house on corner lot on the Point.  Home has fresh paint and new ceramic tile throughout.  2 blocks from river and bay and public boat ramp and beach.   3 BR and 2 full baths.  Master bath has Jacuzzi tub and glass block wall.  Large modern kitchen with open floor plan to living room.  Covered front porch to enjoy the peace and quiet and view of the river.  Back yard is fenced with a 1 car garage and storage shed.  For more information please call Craig on 
show contact info
",dogs are OK - wooof,house,14,,,$950,,900,http://washingtondc.craigslist.org/nva/apa/4981371856.html
4981522463,,,38.864840,0,-77.062418,,available now,15882, 1.5,1 ,cats are OK - purrr,2015-05-15,"
        Post Pentagon Row Apartment Homes
Apartment Available for move in May!! HUGE one bedroom apartment with a den! Only $3160 for an 11 month lease!

Apartment #1425

Hardwood floors!! Private end unit! Floor to ceiling windows! Stainless steel appliances!! Tiled backsplash in the kitchen!!

This 1196 square foot one bedroom with a den apartment home is a MUST SEE. It features a spacious, open floor plan and a great kitchen. The kitchen has a gas stove, GE appliances, HARDWOOD FLOORS and plenty of cabinet and counter space. The apartment also includes large windows to allow for plenty of natural light, stackable washer/dryer and large walk-in closet. Come by and take a look! Stop by or give us a call to schedule an appointment, 
 show contact info




 Our property also comes with great amenities: 

 *Attentive Leasing Center Staff 

 *48 hour maintenance guarantee 

 *24hr fully equipped fitness center complete with cardio theatre 

 *Indoor lap pool open year round with large windows and ample sunlight 

 *Community Room with catering kitchen, surround sound, billiards and more 

 *Professional Business Center with all the necessities of an office 


*Sun deck with grill, bistro tables, outdoor shower and great Washington views! 
 *Access to a 24hr Harris Teeter Grocery Store, and over 75 restaurants, retail and more! 

 *Located above the Pentagon City metro (blue and yellow lines) 

 *Easy access to 395 N & S, I-66, & Washington 50! 


 Questions? Want to schedule a tour? Call us at 
 show contact info



 You can also visit our website, www.postproperties.com, to view more photos, take a virtual tour of our community, and check out floor plans, pricing, and specials on all of our available apartment homes. Please note that our rates and availability do change on a daily basis. 

 * Price and incentive reflects 12-month lease term; other terms are available. Square footage is approximate. Prices and availability subject to change without notice. Post is an equal housing opportunity provider. 

 Pet Policy: Post Pentagon Row welcomes and accepts cats only.
    ",,apartment,17,w/d in unit,attached garage,$2920,,1196,http://washingtondc.craigslist.org/nva/apa/4981522463.html
4981531164,Manassas,US,38.770700,22,-77.449400,Park,available now,20769,,1,cats are OK - purrr,2015-04-16,"
        FIND YOUR PERFECT APARTMENT HOME HERE

The Residences at City Center is a vibrant community that is continuously in motion for play, shopping, dining, and of course living. Relax in the Resident Lounge or enjoy a workout in our state of the art fitness center. Choose from our spacious one and two bedroom floor plans, designed to complement your lifestyle. The Residences at City Center is located in one of Manassas Park's most desired locations; steps away from the Virginia Railway Express station, minutes from Route 28 and Interstate 66. The Residences at City Center - Live where you live. Beautiful landscape surrounds the sleek lines of our mid-rise buildings giving the community a classic warmth with a modern twist.

Conference/Meeting room, Short-term lease, Elevators, Bike rack or bike storage, 24hr. Emergency maintenance, Pool, Courtyard, Walk to train station

Call: 
 show contact info


City Center Apartment Homes
Rates/Availability are subject to change
Equal Housing Opportunity
    ",dogs are OK - wooof,apartment,13,w/d in unit,off-street parking,$1115,,746,http://washingtondc.craigslist.org/nva/apa/4981531164.html
4981536970,,,38.864840,0,-77.062418,,available now,15882, 1,0 ,cats are OK - purrr,2015-05-15,"
        Post Pentagon Row Apartment Homes
Apartment 1230 Available for move in May!!!

Stainless Appliances, Granite Countertops!! Ceramic tile floors! HUGE private balcony! Only $2090 for a 9 mo lease!


This 703 square foot studio apartment home is a MUST SEE. It features a spacious, open floor plan and a great kitchen. The kitchen has STAINLESS STEEL appliances with a gas stove, GE appliances, and plenty of cabinet and GRANITE counter space. The apartment also includes ceramic tile floors, a medium balcony, stackable washer/dryer and large walk-in closet. You can lease this apartment home today! Stop by or give us a call to schedule an appointment, 
 show contact info




 Our property also comes with great amenities: 

 *Attentive Leasing Center Staff 

 *48 hour maintenance guarantee 

 *24hr fully equipped fitness center complete with cardio theatre 

 *Indoor lap pool open year round with large windows and ample sunlight 

 *Community Room with catering kitchen, surround sound, billiards and more 

 *Professional Business Center with all the necessities of an office 


*Sun deck with grill, bistro tables, outdoor shower and great Washington views! 
 *Access to a 24hr Harris Teeter Grocery Store, and over 75 restaurants, retail and more! 

 *Located above the Pentagon City metro (blue and yellow lines) 

 *Easy access to 395 N & S, I-66, & Washington 50! 


 Questions? Want to schedule a tour? Call us at 
 show contact info



 You can also visit our website, www.postproperties.com, to view more photos, take a virtual tour of our community, and check out floor plans, pricing, and specials on all of our available apartment homes. Please note that our rates and availability do change on a daily basis. 

 * Price and incentive reflects 12-month lease term; other terms are available. Square footage is approximate. Prices and availability subject to change without notice. Post is an equal housing opportunity provider. 

 Pet Policy: Post Pentagon Row welcomes and accepts cats only.
    ",,apartment,17,w/d in unit,attached garage,$1790,,703,http://washingtondc.craigslist.org/nva/apa/4981536970.html
