,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,time_of_posting,url
5000402808,NW,US,38.938100,0,-77.086000,Washington,available now,270000, 1,1 ,cats are OK - purrr,2016-04-28,"
        This is an amazing Art Deco building. Just minutes to American University and a 5 minute bus ride to Georgetown University! Walking distance to Tenely Town Metro. Walk around the corner to the Brand New Giant Food & CVS!!

Call and set the appointment now...
 show contact info


**Refinished Hardwood Floors

**Completely Renovated Kitchen

**New Stainless Steel Appliances 

**Brand New Hardwood Cabinetry 

**Granite Kitchen Counters

**All Utilities Included-Gas Water & Electric

Metro access step away from your front door!! Or just a 12 minute walk to Tenely Town Metro. 

Walk to Breakfast, Lunch, Dinner or Night Life:

Brand New Giant Food, CVS, Hawthorns all Natural, Two Amy's Pizza, Jetties Sandwich Shop and Bakery, Cactus Cantina, District 2 Sports Bar & Café Deluxe Grill. 

There is also a Coffee Shop, Bank, Up Scale Hair Salon, and Dry Cleaners located directly across the street from the building. Call today for a viewing 
 show contact info

",,apartment,6,laundry in bldg,street parking,$1795,,700,2015-04-28  1:58pm,http://washingtondc.craigslist.org/doc/apa/5000402808.html
5006382272,,,,,,,available now,270000, 1,0 ,,2015-05-02,"
        |  Professionally Managed by Borger Management, Inc. |    STUDIOS STARTING AT $1475

The Miramar merges charming vintage with modern attributes in the sophisticated Dupont Circle. A boutique lobby with coffee for your indulgence invites you to a distinguished ambience. 

 This historical downtown enclave has appealing character, including various shops & numerous dining options within walking distance.  

This exceptional home features a recently updated bathroom & kitchen with renewed hardwood flooring & a spacious walk-in closet.  

Our attentive & courteous staff ensures an exceptional living experience

If you would like to schedule a tour of our community, please feel free to contact our Leasing Office at 
 show contact info
or send us an email at 
 show contact info
. 

Please visit our website at 
www.miramarapartmentliving.com 

We are located at 1301 15th Street, NW, Washington, DC 20005

We currently show our Apartment Homes between the hours of 9 am - 5pm Monday through Friday and evenings by appointment. 



Equal Housing Opportunity

**Pictures are of a similar apartment. Offer subject to Change. *****
    ",,apartment,13,laundry on site,street parking,$1475,,420,2015-05-02 11:48am,http://washingtondc.craigslist.org/doc/apa/5006382272.html
4999812336,Washington,US,38.911277,0,-77.043435,DC,available now,270000, 1,2 ,,2015-06-01,"
Contact info:Shafiq Hirani | 
 show contact info
Spectacular Furnished Dupont Circle 1 BED +1 DEN1604 19th St NW, Washington, DC 20009$3,600/mo  | FurnishedKEY FEATURESYear Built:  1885Sq Footage:  950 sqft.Bedrooms:  2 BedsBathrooms:  1 BathParking:  1 Off streetLease Duration:  1 Year (See Details Below)Deposit:  $3,600Pets Policy:  No Pets AllowedLaundry:  In UnitFloor:  1Property Type:  ApartmentDESCRIPTIONIn the heart of Dupont Circle - A block away from Deupont Metro, cafes, restaurants, cafes, shopping....

1 BED + 1 DEN + 1 BA + W/D +/-950 sqft

- Fabulous renovation with high end finishes
- Kitchen with high end appliances
- Two gas fireplaces
- Bosh washer/dryer
- Spa like bathroom with large shower which has two shower heads
- Den has closet and glass door - ideal for office or guest room
- Two 42"" flat TVs, one living room and 1 in bedroom
- Furnished
- Ample closets space
- Utilities included - electric, gas, water, cable and internet!
- Two patios!RENTAL FEATURESLiving roomDining roomMaster bathRange / OvenRefrigeratorDishwasherMicrowaveGarbage disposalStainless steel appliancesBalcony, Deck, or PatioYardFenced yardHeat: forced airCentral A/CAir conditioningCable-readyHigh-speed internetWiredHardwood floorTile floorGranite countertopFireplaceHigh / Vaulted ceilingCOMMUNITY FEATURESLoft layoutSecured entryNear transportationOn-street parkingLEASE TERMSAvailable June 1
Rent $3,600
Deposit $3,600
Application Fee $50
Parking available for additional feeContact info: Shafiq Hirani 
show contact info

",,apartment,13,,,$3600,no smoking,950,2015-04-28  7:23am,http://washingtondc.craigslist.org/doc/apa/4999812336.html
5006313198,,,38.920688,5,-77.031326,,available now,270000, 2,1 ,cats are OK - purrr,2015-05-06,"
        Amazing 1 bedroom with den and two bathrooms, commonly used as a 2 bedroom home. Beautiful south and west face with balcony looking down 14th Street! F2C corner glass, king bedroom, huge closets!



Imagine living in a new, modern luxury home, being able to walk to everything you need, and having a bus stop outside your front door and a metro just down the street! Hardwoods, stainless appliances, well insulated floor to ceiling windows, and an industrial design made to fit any style; the possibilities are endless! This is View 14.Call Today
show contact info

show contact info
Hours Of OperationMonday Through Friday 9:00am-6:00pmSaturday 10:00am-5:00pmVisit view14.com
",dogs are OK - wooof,apartment,24,w/d in unit,attached garage,$3449,,957,2015-05-02 11:07am,http://washingtondc.craigslist.org/doc/apa/5006313198.html
5006218052,washington,US,38.896143,0,-77.010384,DC,available now,270000, 1,0 ,,2015-05-02,"
        Capital Plaza Apartments has just a couple studios left to offer with 1 month free and for a May or June move-in date.  In reality, on a 12 month lease, with one month free you are really only paying $1,190.  This is an incredible offer.

 Residents love our location due to easy commuting options such as the metro from Union Station (red line), Judiciary Square or I-395.

We are just three blocks from the Capitol building and all the fun things that come along with being within walking distance to the National Mall.

If you drive, no problem, we have an attached garage.

Starbucks in a half block away from your front door too.

Our apartment homes are fully renovated to provide you with easy and enjoyable living.

Call us today at 
 show contact info
or email us at 
 show contact info
 for more information.  We area open today from 9 AM to 5 PM, and tomorrow from 12 PM to 5 PM. so simply stop by for visit.  We look forward to meeting you.

Equal Housing Opportunity Housing
Prices and specials subject to change daily 



Housing Choice Vouchers Welcome
Vales De Eleccion de Vivienda Bienvenidos
",,apartment,5,,,$1299,,,2015-05-02 10:03am,http://washingtondc.craigslist.org/doc/apa/5006218052.html
4987578747,Washington,US,38.956517,0,-77.025769,DC,available now,270000, 3.5,3 ,cats are OK - purrr,2015-06-01,"
        Enjoy townhouse living in this fantastic oversized two floor condo.  The first floor features a massive open concept living space equipped with 16 foot ceilings, crown molding, and big, bright windows.  The chef style open kitchen has granite countertops, stainless steel appliances, gas range, and built-in wine fridge.  Rounding out the main floor is a half bathroom, gas fireplace, and a balcony off the back.  With plenty of room for dinning, cooking, relaxing, and entertaining, this main floor is sure to please.

Head upstairs to find the three master suites.  Each room has ample space for a king size bed and all feature ensuite bathrooms and generous closet space.  The largest of the three suites has a walk-in closet and the bathroom is equipped with glass enclosed shower and duel vanities.  The middle suite's bathroom comes with a jacuzzi tub, perfect for relaxing after a long day.  Rounding out this wonderful condo is a full size washer and dryer, and 1 off-street garage parking space.

Located in Petworth, this condo is just off of ever growing Kennedy Street.  Every day, new restaurants, bars, and shops open up along this rejuvenated urban strip.  Georgia Ave is just blocks away, providing ample bus routes taking you all over the city.  

The perfectly situated condo is available June 1st for $3,200 per month with a security deposit of $3,200.  Tenants are responsible for gas and electricity and the unit is wired for Comcast and Verizon Fios internet and cable.  Pets will be consider on a case-by-case basis.

This space is shown and managed by Nest DC - a boutique property management + design firm - www.nest-dc.com. We were voted a top property management firm by the City Paper in 2011 + 2012 + 2013 + 2014 + 2015!

To Schedule a showing email Mike at 
 show contact info
.
",dogs are OK - wooof,condo,22,w/d in unit,off-street parking,$3200,,2500,2015-04-20 11:50am,http://washingtondc.craigslist.org/doc/apa/4987578747.html
5006101242,Alexandria,US,38.822427,10,-77.133919,DC,available now,270000, 2,3 ,,2015-05-15,"
        Beautifull remodeled Apartament 3BR , 2FB exellent location close to bus stop, shopping center, and much more, play Ground and pool. Bus picks you up directly in front of the community.
Recently renovated Very larges BRS, stainless Apliances granite countertops, fire place, hardwood flooring and balcony.
Rent includes all utilities exept phone and cable. Phone #
 show contact info


",,apartment,6,laundry in bldg,detached garage,$1900,,,2015-05-02  8:17am,http://washingtondc.craigslist.org/doc/apa/5006101242.html
4964174108,,,,,,,available now,0,,0,cats are OK - purrr,2015-04-05,"
Floorplans Starting At $1000 per month  Washington DC 20010   Contact Us Via Email - (Visit The Following URL):  http://www.p­­­r­­­p­­t­y­­i­n­f­­o­.com/rental/423968/   Property Overview  Offering an excellent selection of studios & 1-3 bed floorplans. Centrally located in Washington DC 20010 - Starting At $1000 per month!! We've got your next home, contact us today for more information! 
",dogs are OK - wooof,apartment,0,,,$1000,,,2015-04-04  7:24pm,http://washingtondc.craigslist.org/doc/apa/4964174108.html
4981025546,Washington,US,38.974691,0,-77.018795,DC,available now,270000, 1,2 ,cats are OK - purrr,2015-05-02,"
FABULOUS LOCATION!!! Walk HALF BLOCK to Redline METRO! Takoma Redline.
2 BR/1 BA   - $1340 per month plus utilities. Visit Sat May 2 10-1. Otherwise by appointment.
Small quiet, secure, well-maintained brick apartment building in fabulous green Utne recommended TAKOMA DC Off street Parking $50/month
2 BR/1 BA with 8'x7' Screened Porch/Separate Kitchen, close to 800 sq. feet,  original hardwood floors, high ceilings, second/top floor in small apartment community, great, safe neighborhood, walk to restaurants/cafes, dance & yoga/outdoor recreation, tennis, tracks, trails. Well touted Year-Round SUNDAY Farmer Market. 2 Banks, Post Office, Library, CVS. Near Brookland, Catholic U, Petworth, Silver Spring. 
One Year Lease.You pay electric and gas. Apartment has gas cooking and heat. window AC units included. No move-in fee. Windows throughout apartment, including bathroom and kitchen, face east.
One month security deposit.
ONE-Time CAT fee $150.00
Available MAY 3 for one year lease - 
No Smoking, No Dogs. 
",,apartment,7,laundry on site,off-street parking,$1340,no smoking,770,2015-04-15 10:47pm,http://washingtondc.craigslist.org/doc/apa/4981025546.html
5005885050,Washington,US,38.932762,10,-77.056881,DC,available now,270000, 1,1 ,cats are OK - purrr,2015-05-01,"
        DON'T LET THIS AMAZING DEAL PASS YOU BY! LEASE AND RECIEVE A FREE ACCENT WALL. 

City living has never been so great! This apartment is within 3 blocks of Cleveland Park metro stop. Enjoy 24 hour maintenance and friendly resident relations staff. Bright windows, security access, gleaming hardwood floors, 9 foot ceilings, new G.E appliances and cable and internet ready installations are just some of the many amazing features that this apartment has to offer.

. This amazing home is located on the top floor, boasts great natural light and has an roomy kitchen with breakfast window for easy entertaining. 

 ALL UTILITIES ARE INCLUDED!!!! 


#510 One Bedroom w/ Dishwasher - $1825- available NOW! 

CALL/ Txt 
 show contact info
or email to lease your next apartment home! 

*Prices & specials are subject to change/ Equal Housing Opportunity *
    ",,apartment,8,laundry in bldg,street parking,$1825,,700,2015-05-01 11:47pm,http://washingtondc.craigslist.org/doc/apa/5005885050.html
5005666040,Washington,US,38.921359,0,-77.043592,DC,available now,270000, 1,0 ,cats are OK - purrr,2015-05-14,"
        
Want to live in a historic area that has WALKABILITY, and EASY ACCESS to food, shops, and fun? Want to live near the METRO? Want to live in a building that has THE LARGEST OUTDOOR ROOFTOP DECK in Adams Morgan? Want to live in a UPGRADED, and MODERN apartment with VINTAGE charm? Would you benefit from a month and half free rent?
If you answered ""yes"" to any of these questions, then read on!
Newly Renovated Building with STUDIO, ONE AND TWO-BEDROOM apartment homes in ADAMS MORGAN. Rates for this STUDIO was starting at $2151, But NOW it is starting at $1729 (concession factored in). This historic building has a walkability score of 97, a transit score of 80, and a biking score of 93. Why live anywhere else?
APARTMENT FEATURES:
*Central heating & air conditioning
*Washer & Dryer combo in every apartment home
*Renovated hard wood floors
*Spacious balcony (in select homes)
*Sparkling stainless steel appliances
*Beautiful granite and quartz counters
*Timeless hardwood floors
*Unique floor plans
*Gorgeous city views
*Great closet space
*Cable ready

COMMUNITY AMENITIES:
*Bicycle storage room
*Modern and sleek lobby
*Computer work station with WIFI access
*Library
*Bike Storage
*Concrete building (don't hear neighbors)
*FOB entry
*Renovated hard wood floors
*Concierge service with package acceptance
*3000 sq ft GREEN rooftop deck with grilling station
*Resident portal access
*Historic building built in 1920's
*Pet friendly (breed restrictions apply)
LOCATION BENEFITS:
*10 Minute walk to the metro station (only 5 blocks away)
*15 Minute walk to 14th st
*5 Minute walk to Safeway, or 10 minute walk to Harris Teeter
*Rock Creek park is minutes away
*Around the corner from beautiful Kalorama Park -- (Basketball Courts, Sunbathing, Frisbee, Bocce, etc.)
*Walk to the best shops, bars, and restaurants

THESE RATES WON'T LAST LONG, COME PREPARED TO APPLY:
-The application fee is $45 (payable with check or money order)
-The deposit is $250 with approved credit (payable with check or money order)
-2 paystubs (within the past 60 days)
-Photo ID
Visit us at www.1841columbia.com.
If you would like to benefit from the specials, a wonderful community, and all the amenities we have to offer, please contact Ullanda so that I can schedule a personalized tour for you: 
 show contact info
 or 
 show contact info

Managed by UIP Property Management
Equal Housing Opportunity
UIP1841UY
UIP3406UY

#historic  #admo  #adams morgan  #kalorama  #metro  #red line  #studio  #modern














    ",dogs are OK - wooof,apartment,13,w/d in unit,street parking,$1729,,,2015-05-01  8:10pm,http://washingtondc.craigslist.org/doc/apa/5005666040.html
5005667949,Washington,US,38.921359,0,-77.043592,DC,available now,270000, 1,0 ,cats are OK - purrr,2015-05-09,"
        
Want to live in a historic area that has WALKABILITY, and EASY ACCESS to food, shops, and fun? Want to live near the METRO? Want to live in a building that has THE LARGEST OUTDOOR ROOFTOP DECK in Adams Morgan? Want to live in a UPGRADED, and MODERN apartment with VINTAGE charm? Would you benefit from a month and half free rent?
If you answered ""yes"" to any of these questions, then read on!
Newly Renovated Building with STUDIO, ONE AND TWO-BEDROOM apartment homes in ADAMS MORGAN. Rates for this STUDIO was starting at $2151, But NOW it is starting at $1729 (concession factored in). This historic building has a walkability score of 97, a transit score of 80, and a biking score of 93. Why live anywhere else?
APARTMENT FEATURES:
*Central heating & air conditioning
*Washer & Dryer combo in every apartment home
*Renovated hard wood floors
*Spacious balcony (in select homes)
*Sparkling stainless steel appliances
*Beautiful granite and quartz counters
*Timeless hardwood floors
*Unique floor plans
*Gorgeous city views
*Great closet space
*Cable ready

COMMUNITY AMENITIES:
*Bicycle storage room
*Modern and sleek lobby
*Computer work station with WIFI access
*Library
*Bike Storage
*Concrete building (don't hear neighbors)
*FOB entry
*Renovated hard wood floors
*Concierge service with package acceptance
*3000 sq ft GREEN rooftop deck with grilling station
*Resident portal access
*Historic building built in 1920's
*Pet friendly (breed restrictions apply)
LOCATION BENEFITS:
*10 Minute walk to the metro station (only 5 blocks away)
*15 Minute walk to 14th st
*5 Minute walk to Safeway, or 10 minute walk to Harris Teeter
*Rock Creek park is minutes away
*Around the corner from beautiful Kalorama Park -- (Basketball Courts, Sunbathing, Frisbee, Bocce, etc.)
*Walk to the best shops, bars, and restaurants

THESE RATES WON'T LAST LONG, COME PREPARED TO APPLY:
-The application fee is $45 (payable with check or money order)
-The deposit is $250 with approved credit (payable with check or money order)
-2 paystubs (within the past 60 days)
-Photo ID
Visit us at www.1841columbia.com.
If you would like to benefit from the specials, a wonderful community, and all the amenities we have to offer, please contact Ullanda so that I can schedule a personalized tour for you: 
 show contact info
 or 
 show contact info

Managed by UIP Property Management
Equal Housing Opportunity
UIP1841UY
UIP3406UY

#historic  #admo  #adams morgan  #kalorama  #metro  #red line  #studio  #modern














    ",dogs are OK - wooof,apartment,15,w/d in unit,street parking,$1729,,,2015-05-01  8:12pm,http://washingtondc.craigslist.org/doc/apa/5005667949.html
5005541901,Washington,US,38.935043,0,-77.020288,DC,available now,270000, 2.5,4 ,cats are OK - purrr,2016-04-22,"
        626 Otis Pl NW, Washington, DC 20010

Available immediately. Beautiful renovated and sunlit 3 bedroom (plus finished basement) & 2.5 bath rowhouse with deck, fenced private back yard, and garage parking. Just 3 blocks from Petworth - Georgia Ave. Metro, minutes from 11th street restaurants, and a short walk to 14th street shops. Features plenty of closet and storage space, exposed brick, double vanity, and tons of natural sunlight. Unfurnished. No smoking. $4,400/mo. 

KEY FEATURES
Sq Footage: 1968 sqft.
Bedrooms: 3 Beds (plus finished basement)
Bathrooms: 2.5 Baths
Parking: Garage Parking
Lease Duration: 1 Year
Deposit: $4,400
Laundry: In Unit

RENTAL FEATURES
Living room
Dining room
Spacious closets
Storage space
Basement
Range / Oven
Refrigerator
Dishwasher
Microwave
Garbage disposal
Fenced yard
Lawn
Ceiling fans
Tile floor
Hardwood floors
Granite countertop
Stainless steel appliances
Central A/C & Heat
New Washer / Dryer
Mud room
Utility Room
Double-Pane Windows
Alarm System
    ",dogs are OK - wooof,townhouse,23,w/d in unit,detached garage,$4400,no smoking,1968,2015-05-01  6:39pm,http://washingtondc.craigslist.org/doc/apa/5005541901.html
5005541285,Seabrook,US,38.992847,0,-76.835913,DC,available now,270000, 2,3 ,cats are OK - purrr,2015-05-10,"

Garden-style apartment homes. The Glendale Apartments redefines urban living. Full of rural charm, our unique community caters to those searching for leisure. Airy living spaces, picnic grounds, private patios and balconies and a swimming pool. So much peace and quiet it's easy to forget that D.C. hotspots are just around the corner. The Glendale Apartments-bringing nature's best to the city environment.

5% discount offered to Prince Georges County Teachers & Prince Georges County Police, Military & NASA Employees.

-Individual Climate Control
-Separate Formal Dining Room
-Minutes to the Metro and Walk to the Metro Bus
-Sparkling Swimming Pool with Sundeck
-Beautiful Landscaped Grounds
-Utilities Included Except Electric (resident pays electric)
-Huge Walk-in Closets
-Playground and Picnic Area
-Ample On-site Parking
-Private Patios/Balconies with Scenic View
-Deluxe Kitchen with Pantry and Ceramic Tile Floor
-Easy Access to Baltimore-Washington Parkway, I-95 and the Beltway
-Lots of Windows
-Sunken Living Room
-High-quality Vertical and Mini-blinds throughout
-Washer/Dryer in Each Apartment
-Spacious One, Two and Three-bedroom Apartment Homes
-Luxurious Bathroom Vanity with Hollywood Lighting
-Generous Cabinet, Closet and Storage Space
-Plush Wall-to-wall Carpeting
-High-speed Internet and Cable Available
-Pet Friendly
-Close to Greenway Shopping Center and Beltway Plaza

Call: 
 show contact info
",dogs are OK - wooof,apartment,6,w/d in unit,,$1770,,1177,2015-05-01  6:39pm,http://washingtondc.craigslist.org/doc/apa/5005541285.html
5005376718,,,38.898363,0,-76.920323,,available now,270000,,2,,2015-06-10,"
        *** NEW TO MARKET *** FREE UTILITIES *** NEWLY RENOVATED ***

North East, Washington DC. Large Two Bedroom Apartment available with FREE UTILITIES. Free off street parking and on site laundry facilities. 

Located a short walk to the Capitol Heights Orange / Blue Metro Line Metro-rail station and on the East Capitol Street corridor with easy access to downtown Washington DC and Prince Georges County. Just minutes to major highways I-95, I-295, R-50, and I-495, Central, New York, and Kenilworth Avenues, the neighborhood offers superior regional access

5615 Nannie Helen Burroughs Avenue North East, Washington DC
***Apartment #105 now available $963***

Features
•Renovated apartments
•Walk to Capitol Heights Metro Station
•Free Utilities
•24-Hour Maintenance
•Laundry On-Site
•Parking - Free
•Parking - Off-street
•Hardwood Floors
•High-Speed internet ready
•Cable ready
•Large closets
•Large apartments

OPEN WEEKENDS
Leasing Office Hours:
Monday through Friday 9:00 am to 8:00 pm
Saturday 10:00 am to 5:00 pm
Sunday 10:00 am to 2:00 pm

**Call for Availability**

To inquire for these and other available properties please call Vince at 
 show contact info

To inquire for these and other available properties please call Vince at 
 show contact info


Terms, conditions, rates, and availability are subject to change without prior notice.
",,apartment,2,,,$963,,,2015-05-01  4:57pm,http://washingtondc.craigslist.org/doc/apa/5005376718.html
5005389893,,,39.040000,22,-77.044400,,available now,270000, 1,1 ,cats are OK - purrr,2015-05-01,"
1  bedroom 1 bath From $1,773/mo MetroPointe  CALL US TODAY: 
 show contact info
x718  DESCRIPTION:  This is the perfect one bedroom, one bathroom apartment for you! This fantastic home has a huge walk-in closet, large living room/dining room, a spacious, open kitchen with black GE appliances, and an in-home washer and dryer for your convenience. Come check it out today, you won't be disappointed. OFFICE HOURS:Monday:   9:00am to 6:00pm Tuesday:   9:00am to 6:00pm Wednesday:   9:00am to 6:00pm Thursday:   9:00am to 6:00pm Friday:   8:00am to 5:00pm Saturday:   10:00am to 5:00pm Sunday:   12:00pm to 5:00pm  FLOORPLAN/UNIT AMENITIES:  * Refrigerator  * Large Closets  * Microwave  * Disability Access  * Washer/Dryer in Unit  * Disposal  * Dishwasher  * Air Conditioning  * Carpeting  * Attached Garage/Carport  * Individual Climate Control  PROPERTY AMENITIES:  * Near Public Transit  * On-site Maintenance  * Fitness Center  * On-site Management  * Controlled Access  * Elevator  * Parking  * BBQ/Picnic Area  * Business Center  * Package Receiving  * High Speed Internet Available  * Courtyard  * Clubhouse  CALL US TODAY! 
show contact info
x718  11175 Georgia Avenue  Wheaton, md 20902  Managed By: Bozzuto Management Company* Equal Housing Opportunity
    ",dogs are OK - wooof,apartment,6,w/d in unit,attached garage,$1470,,732,2015-05-01  5:05pm,http://washingtondc.craigslist.org/doc/apa/5005389893.html
5005313762,,,,,,,available now,270000, 1,1 ,cats are OK - purrr,2015-07-31,"
 This is my DC. This is Onyx on First.  Style ST1  Studio 1 bath / 550 sq ft / $2,035 - $2,186 Onyx on First 1100 1st St SE Washington, DC 20003 Want more information? http://unit-availability.com/lead/1d1524420328/1?extnId=4441986 Call Us Today! 
 show contact info
x338  Property Description  Charming studio apartment home with modern decor, spectacular views, and stainless steel appliances. This place has everything that you need to just move in and start living. Contact our friendly management team to schedule an appointment.  Property Amenities  * Package Receiving  * Rec Room  * Laundry  * Sundeck  * Elevator  * Concierge  * Near Public Transit  * Controlled Access  * Parking  * Courtyard  * BBQ/Picnic Area  * Short Term Lease  * Pool  * 24-Hour Availability  * High Speed Internet Available  * On-site Management  * On-site Maintenance  * Storage Space Lease Terms: Flexible lease terms from 3 to13 months! Parking:Attached garage parking.Pet Policy:Pets welcome! *Breed restrictions apply.  Please call for additional informationBuilding Type: High RiseYear Built: 2008Units: 266 Office HoursMonday: 9:00am-6:00pmTuesday: 9:00am-6:00pmWednesday: 9:00am-6:00pmThursday: 9:00am-6:00pmFriday: 8:00am-5:00pmSaturday: 10:00am-5:00pmSunday: 12:00pm-5:00pm Management Company: Bozzuto Management Company* Call Us Today! 
show contact info
x338 Equal Housing Opportunity
",dogs are OK - wooof,apartment,12,w/d in unit,off-street parking,$1980,,550,2015-05-01  3:29pm,http://washingtondc.craigslist.org/doc/apa/5005313762.html
4993052311,Washington,US,38.903138,0,-77.051878,DC,available now,270000, 1,0 ,cats are OK - purrr,2015-08-15,"
        CALL NOW!
Great, spacious Studio:
 Open floor plan with huge dressing area and closet (walk-in), a fully equipped kitchen with dishwasher and microwave. Pennsylvania Avenue view, and updated bathroom.
Cherry wood blinds, large windows, coat closet, and individual climate control. 

ALL UTILITIES ARE INCLUDED!  (Including Basic Cable)

Other benefits our community offers:

24 hour fitness center, 24 hour business center with free printing, double elevators, 24 hour concierge, mailbox/package acceptance, card-operated laundry care on site, and limited access to the building.

We also have access to a wonderful little cafe/market from our lobby.
GREAT Location!!! GREAT PRICE!!! OUR SPECIAL IS FOR A LIMITED TIME!!!

We are located only 2 blocks from the Foggy Bottom Metro, 2 blocks from GWU, across the street from Trader Joe's, and less than a mile from Georgetown where you will find GREAT shopping, restaurants, and entertainment. 
A few blocks away from DuPoint Circle, we are also only 1 mile from the White House. Easy walking distance to The Kennedy Center and only two blocks from IMF and World Bank, this excellently located community is the perfect housing solution in the heart of the most powerful city in the world!

Live in the Heart of D.C.

At 2424 Penn, you can take advantage all of the conveniences of living in the heart of the district, in a lovely spacious studio apartment, without tremendous cost.  
Hurry in to take advantage of our special!
Prices subject to change 

",dogs are OK - wooof,apartment,10,laundry in bldg,attached garage,$1725,,,2015-04-23  5:24pm,http://washingtondc.craigslist.org/doc/apa/4993052311.html
5005134157,Washington,US,38.920154,5,-77.071667,DC,available now,270000, 1,0 ,,2015-06-01,"
        Beautiful and sunny Studio for rent in Glover Park area, right above Georgetown, located at 2320 Wisconsin Avenue.
The Studio is about 500 sqft. 
Rent is $1650 a month.
Rent includes water, trash, gas and basic cable. You have to pay for electricity and Internet. 
The unit has a large kitchen with modern appliances; washer and dryer IN the unit; walk-in closet and beautiful, large patio.
It is also extremely well located: Whole Foods; CVS; Starbucks; Wells Fargo; post office; dry cleaner; and plenty of bars and restaurants are less than a block away. 
Buses 30S; 30N and 33 run about every 5-10 minutes to downtown right in front of the building.
The unit also has a large storage space in the basement.
No parking space is asigned to this unit. Street parking is the best option.
The unit is NOT furnished.
No smoking!
No pets!

Available starting June 1, 2015.

This is a condo building who accepts very few rentals. The Management Company who takes care of the building is VERY strict about rentals and will ONLY consider tenants with the following criterias:

1. Tenant needs to sign a lease for at least one year;
2. Only one tenant - no sharing, no roomates;
3. Tenant has to be able to show proof of revenue and will have to go through a background check;
4. Tenant needs to be able to provide one or two recommendation letters from previous landlords;
5. Tenant has to be able to pay one month's rent; a security deposit of $1650 and a $400 move-in fee upon getting the keys to the appartment on June 1, 2015. 

Only serious candidates will be considered. If you are interrested, please send me an e-mail so that we can schedule a visit over the weekend. 





",,condo,8,w/d in unit,street parking,$1650,no smoking,500,2015-05-01  1:49pm,http://washingtondc.craigslist.org/doc/apa/5005134157.html
5005097004,,,38.908333,0,-77.039480,,available now,270000, 1,0 ,,2015-06-12,"
        Conveniently located in the building (Mass Ave. side, upper floor, convenient to elevator) and the city (The Boston House, 1 1/2 blocks from Dupont Metro Station, near 17th and Massachusetts, Ave. NW), this unusually spacious (500 sq. ft.) upper-floor, U-shaped studio has a wall of windows (all updated double-paned/insulated) with a southern exposure that can't be beat.  One section of windows shines on a separate dining or office area leading to an updated galley kitchen with full-size stove, frig, microwave, dishwasher, generous counter space and storage.  

*Large central room w/its own large closet
* Separate walk-through dressing room/double closet
* Full bath with renovated fixtures
* New blinds, new appliances, hardwood parquet/updated kitchen floor, neutral decor  
* In-unit climate control (A/C/heat included in rent) 
* 24/7  front desk, secured central laundry room, secured bike room
* Updated roof deck with gas grills, historic views, Washington Monument, July 4th fireworks  
* All utilities included except phone/cable/internet
* Possibility to rent in-building storage and/or additional indoor parking space at extra cost  
* One indoor parking space available for additional cost

Pictures in this post taken in wintertime show great natural light and pleasant neutral decor.

Landlord has successful track record -- ONLY 8 TENANTS in 20 YEARS,  most stayed on average at least 1 1/2 years beyond original lease.  

* Available 6/12, $1775/month 
* All utilities (heat/water/electric) INCLUDED
* Parking space available at additional charge
* Minimum 1 year lease, one month security deposit
* Move-in fee ($250, set by building association, INCLUDES move-out fee)
* Sorry, building policy is no pets  
* Application fee $45

Currently shown by appointment.  Reply above with questions or to set up viewing time.   Please include phone number if possible.  

 *~*~*~*~*~*~*~*~*      Look forward to showing you this great unit!      *~*~*~*~*~*~*~*~*
",,condo,20,laundry in bldg,attached garage,$1775,,500,2015-05-01  1:29pm,http://washingtondc.craigslist.org/doc/apa/5005097004.html
